time_s,voltage_CH1_V,voltage_CH2_V
-0.003045199997260779,-0.36,3.6399999
-0.0030447999972561045,-0.36,3.6399999
-0.00304439999725143,-0.32000002,3.6399999
-0.0030439999972467556,-0.36,3.6399999
-0.003043599997242081,-0.32000002,3.6399999
-0.0030431999972374067,-0.32000002,3.6399999
-0.0030427999972327323,-0.36,3.6399999
-0.003042399997228058,-0.36,3.6399999
-0.0030419999972233834,-0.36,3.6399999
-0.003041599997218709,-0.32000002,3.6399999
-0.0030411999972140345,-0.32000002,3.6399999
-0.00304079999720936,-0.32000002,3.6399999
-0.0030403999972046856,-0.32000002,3.6399999
-0.003039999997200011,-0.32000002,3.68
-0.0030395999971953368,-0.32000002,3.6399999
-0.0030391999971906623,-0.36,3.6399999
-0.003038799997185988,-0.32000002,3.6399999
-0.0030383999971813134,-0.32000002,3.68
-0.003037999997176639,-0.36,3.6
-0.0030375999971719646,-0.32000002,3.6399999
-0.00303719999716729,-0.36,3.6399999
-0.0030367999971626157,-0.32000002,3.6399999
-0.0030363999971579412,-0.36,3.68
-0.003035999997153267,-0.36,3.6399999
-0.0030355999971485924,-0.36,3.6399999
-0.003035199997143918,-0.32000002,3.6399999
-0.0030347999971392435,-0.32000002,3.68
-0.003034399997134569,-0.32000002,3.6399999
-0.0030339999971298946,-0.36,3.68
-0.00303359999712522,-0.36,3.6399999
-0.0030331999971205457,-0.36,3.6399999
-0.0030327999971158713,-0.36,3.6399999
-0.003032399997111197,-0.36,3.6399999
-0.0030319999971065224,-0.32000002,3.6399999
-0.003031599997101848,-0.36,3.6399999
-0.0030311999970971735,-0.36,3.6399999
-0.003030799997092499,-0.32000002,3.6399999
-0.0030303999970878247,-0.36,3.6399999
-0.0030299999970831502,-0.32000002,3.6399999
-0.0030295999970784758,-0.36,3.6399999
-0.0030291999970738013,-0.32000002,3.6399999
-0.003028799997069127,-0.32000002,3.6399999
-0.0030283999970644525,-0.32000002,3.68
-0.003027999997059778,-0.36,3.6399999
-0.0030275999970551036,-0.32000002,3.6399999
-0.003027199997050429,-0.32000002,3.6399999
-0.0030267999970457547,-0.36,3.6399999
-0.0030263999970410803,-0.32000002,3.6399999
-0.003025999997036406,-0.32000002,3.6399999
-0.0030255999970317314,-0.36,3.68
-0.003025199997027057,-0.32000002,3.6399999
-0.0030247999970223825,-0.32000002,3.6
-0.003024399997017708,-0.32000002,3.6399999
-0.0030239999970130336,-0.32000002,3.6399999
-0.003023599997008359,-0.36,3.6399999
-0.0030231999970036848,-0.32000002,3.6399999
-0.0030227999969990103,-0.36,3.68
-0.003022399996994336,-0.32000002,3.6399999
-0.0030219999969896614,-0.36,3.6399999
-0.003021599996984987,-0.36,3.6399999
-0.0030211999969803126,-0.36,3.6399999
-0.003020799996975638,-0.32000002,3.6399999
-0.0030203999969709637,-0.32000002,3.6399999
-0.0030199999969662892,-0.32000002,3.6399999
-0.003019599996961615,-0.36,3.6399999
-0.0030191999969569404,-0.36,3.6399999
-0.003018799996952266,-0.36,3.6399999
-0.0030183999969475915,-0.36,3.6399999
-0.003017999996942917,-0.36,3.6399999
-0.0030175999969382426,-0.36,3.6399999
-0.003017199996933568,-0.32000002,3.68
-0.0030167999969288937,-0.32000002,3.6399999
-0.0030163999969242193,-0.36,3.6399999
-0.003015999996919545,-0.36,3.6399999
-0.0030155999969148704,-0.36,3.68
-0.003015199996910196,-0.32000002,3.6399999
-0.0030147999969055215,-0.36,3.6399999
-0.003014399996900847,-0.32000002,3.6399999
-0.0030139999968961727,-0.36,3.6399999
-0.0030135999968914982,-0.32000002,3.6399999
-0.0030131999968868238,-0.36,3.68
-0.0030127999968821493,-0.36,3.6399999
-0.003012399996877475,-0.36,3.6399999
-0.0030119999968728005,-0.32000002,3.6399999
-0.003011599996868126,-0.36,3.6399999
-0.0030111999968634516,-0.36,3.6399999
-0.003010799996858777,-0.36,3.6399999
-0.0030103999968541027,-0.36,3.6399999
-0.0030099999968494283,-0.36,3.6399999
-0.003009599996844754,-0.36,3.68
-0.0030091999968400794,-0.32000002,3.68
-0.003008799996835405,-0.36,3.6
-0.0030083999968307305,-0.32000002,3.6399999
-0.003007999996826056,-0.36,3.6399999
-0.0030075999968213816,-0.32000002,3.6399999
-0.003007199996816707,-0.36,3.6399999
-0.0030067999968120328,-0.32000002,3.6399999
-0.0030063999968073583,-0.32000002,3.6399999
-0.003005999996802684,-0.32000002,3.6399999
-0.0030055999967980094,-0.32000002,3.6399999
-0.003005199996793335,-0.32000002,3.68
-0.0030047999967886606,-0.36,3.6399999
-0.003004399996783986,-0.36,3.68
-0.0030039999967793117,-0.32000002,3.6399999
-0.0030035999967746372,-0.36,3.6399999
-0.003003199996769963,-0.32000002,3.6399999
-0.0030027999967652884,-0.36,3.6399999
-0.003002399996760614,-0.36,3.6399999
-0.0030019999967559395,-0.32000002,3.6399999
-0.003001599996751265,-0.32000002,3.6399999
-0.0030011999967465906,-0.36,3.6399999
-0.003000799996741916,-0.32000002,3.68
-0.0030003999967372417,-0.36,3.6399999
-0.0029999999967325673,1.96,3.6
-0.002999599996727893,2.68,6.24
-0.0029991999967232184,2.72,6.64
-0.002998799996718544,2.72,6.72
-0.0029983999967138695,2.76,6.72
-0.002997999996709195,2.72,6.72
-0.0029975999967045207,2.68,6.72
-0.0029971999966998462,2.72,6.72
-0.002996799996695172,2.68,6.72
-0.0029963999966904973,2.68,6.68
-0.002995999996685823,2.72,6.68
-0.0029955999966811485,2.68,6.68
-0.002995199996676474,2.72,6.64
-0.0029947999966717996,2.72,6.68
-0.002994399996667125,2.72,6.64
-0.0029939999966624507,2.68,6.68
-0.0029935999966577763,2.72,6.68
-0.002993199996653102,2.68,6.68
-0.0029927999966484274,2.68,6.64
-0.002992399996643753,2.68,6.68
-0.0029919999966390785,2.68,6.64
-0.002991599996634404,2.68,6.68
-0.0029911999966297296,2.72,6.68
-0.002990799996625055,2.68,6.68
-0.0029903999966203808,2.72,6.68
-0.0029899999966157063,2.72,6.68
-0.002989599996611032,2.68,6.68
-0.0029891999966063574,2.68,6.68
-0.002988799996601683,2.72,6.68
-0.0029883999965970086,2.68,6.68
-0.002987999996592334,2.68,6.68
-0.0029875999965876597,2.68,6.68
-0.0029871999965829853,2.72,6.68
-0.002986799996578311,2.72,6.68
-0.0029863999965736364,2.68,6.68
-0.002985999996568962,2.72,6.68
-0.0029855999965642875,2.68,6.64
-0.002985199996559613,2.68,6.64
-0.0029847999965549386,2.68,6.64
-0.002984399996550264,2.72,6.68
-0.0029839999965455897,2.68,6.68
-0.0029835999965409153,2.68,6.72
-0.002983199996536241,2.72,6.68
-0.0029827999965315664,2.68,6.68
-0.002982399996526892,2.72,6.68
-0.0029819999965222175,2.72,6.68
-0.002981599996517543,2.72,6.68
-0.0029811999965128687,2.72,6.68
-0.0029807999965081942,2.72,6.68
-0.00298039999650352,2.68,6.68
-0.0029799999964988453,2.72,6.72
-0.002979599996494171,2.72,6.68
-0.0029791999964894965,2.72,6.68
-0.002978799996484822,2.72,6.68
-0.0029783999964801476,2.68,6.68
-0.002977999996475473,2.68,6.68
-0.0029775999964707987,2.68,6.64
-0.0029771999964661243,2.68,6.68
-0.00297679999646145,2.68,6.68
-0.0029763999964567754,2.68,6.64
-0.002975999996452101,2.68,6.68
-0.0029755999964474265,2.72,6.64
-0.002975199996442752,2.72,6.72
-0.0029747999964380776,2.68,6.72
-0.002974399996433403,2.72,6.68
-0.0029739999964287288,2.72,6.68
-0.0029735999964240543,2.72,6.68
-0.00297319999641938,2.68,6.64
-0.0029727999964147054,2.72,6.68
-0.002972399996410031,2.72,6.68
-0.0029719999964053566,2.68,6.68
-0.002971599996400682,2.72,6.68
-0.0029711999963960077,2.72,6.68
-0.0029707999963913333,2.72,6.68
-0.002970399996386659,2.68,6.68
-0.0029699999963819844,2.68,6.64
-0.00296959999637731,2.68,6.64
-0.0029691999963726355,2.68,6.68
-0.002968799996367961,2.72,6.68
-0.0029683999963632866,2.72,6.68
-0.002967999996358612,2.76,6.68
-0.0029675999963539377,2.72,6.68
-0.0029671999963492633,2.68,6.68
-0.002966799996344589,2.68,6.68
-0.0029663999963399144,2.68,6.64
-0.00296599999633524,2.72,6.68
-0.0029655999963305655,2.72,6.68
-0.002965199996325891,2.72,6.64
-0.0029647999963212167,2.72,6.68
-0.0029643999963165422,2.68,6.68
-0.002963999996311868,2.72,6.68
-0.0029635999963071934,2.72,6.68
-0.002963199996302519,2.72,6.68
-0.0029627999962978445,2.68,6.68
-0.00296239999629317,2.68,6.68
-0.0029619999962884956,2.68,6.68
-0.002961599996283821,2.68,6.68
-0.0029611999962791467,2.72,6.68
-0.0029607999962744723,2.72,6.68
-0.002960399996269798,2.68,6.68
-0.0029599999962651234,2.72,6.64
-0.002959599996260449,2.72,6.68
-0.0029591999962557745,2.68,6.68
-0.0029587999962511,2.72,6.68
-0.0029583999962464256,2.72,6.68
-0.002957999996241751,2.68,6.64
-0.0029575999962370768,2.72,6.68
-0.0029571999962324023,2.68,6.68
-0.002956799996227728,2.68,6.72
-0.0029563999962230534,2.68,6.68
-0.002955999996218379,2.68,6.68
-0.0029555999962137046,2.72,6.68
-0.00295519999620903,2.72,6.68
-0.0029547999962043557,2.72,6.72
-0.0029543999961996813,2.72,6.64
-0.002953999996195007,2.68,6.68
-0.0029535999961903324,2.72,6.68
-0.002953199996185658,2.68,6.68
-0.0029527999961809835,2.72,6.68
-0.002952399996176309,2.68,6.64
-0.0029519999961716346,2.68,6.64
-0.00295159999616696,2.72,6.68
-0.0029511999961622857,2.68,6.64
-0.0029507999961576113,2.68,6.68
-0.002950399996152937,2.68,6.68
-0.0029499999961482624,2.72,6.68
-0.002949599996143588,2.72,6.68
-0.0029491999961389135,2.72,6.68
-0.002948799996134239,2.72,6.68
-0.0029483999961295647,2.68,6.68
-0.0029479999961248902,2.72,6.68
-0.002947599996120216,2.72,6.68
-0.0029471999961155414,2.72,6.68
-0.002946799996110867,2.68,6.64
